user_id,days_active,total_days,avg_steps_last_7_days,meditation_streak,avg_meditation_minutes,avg_sleep_hours,challenge_completion_rate,total_points_earned,social_engagement_score,social_interactions_count,preferred_activity_time,response_rate_to_notifications,mood_correlation_with_exercise,user_type,fitness_level,primary_goal
user_0219,66,90,5609.43,11,9.0,6.9,0.714,550,0.44,44,afternoon,0.703,0.59,moderate,intermediate,wellness
user_0220,70,90,9001.57,23,12.48,7.16,0.692,1200,0.76,76,morning,0.728,0.467,highly_engaged,intermediate,wellness
user_0221,74,90,10493.0,25,12.99,7.18,0.867,1900,0.96,96,morning,0.721,0.676,highly_engaged,advanced,wellness
user_0222,60,90,5450.0,11,7.8,6.91,0.667,250,0.49,49,morning,0.8,0.516,moderate,beginner,weight_loss
user_0223,43,90,2313.71,5,1.37,6.43,0.4,300,0.19,19,afternoon,0.346,0.465,struggling,intermediate,weight_loss
user_0224,58,90,5521.86,8,5.61,6.79,0.75,1200,0.5,50,evening,0.316,0.26,moderate,intermediate,muscle_gain
user_0225,16,90,1898.43,2,0.47,5.74,0.0,0,0.09,9,evening,0.42,0.3,dropout,advanced,wellness
user_0226,78,90,7420.0,17,14.14,7.21,0.846,1450,1.0,149,afternoon,0.59,0.699,highly_engaged,intermediate,stress_reduction
user_0227,73,90,11657.14,16,12.98,7.35,0.778,1850,1.0,132,afternoon,0.471,0.758,highly_engaged,intermediate,muscle_gain
user_0228,51,90,3605.14,11,5.73,6.71,0.667,1450,0.28,28,afternoon,0.478,0.207,moderate,advanced,weight_loss
user_0229,76,90,7897.57,17,12.81,7.21,0.842,2000,1.0,141,night,0.416,0.646,highly_engaged,intermediate,muscle_gain
user_0230,74,90,10285.0,14,13.12,7.06,0.769,1050,0.95,95,afternoon,0.672,0.449,highly_engaged,beginner,wellness
user_0231,60,90,4596.14,10,6.53,6.95,0.5,350,0.58,58,evening,0.806,0.352,moderate,advanced,muscle_gain
user_0232,16,90,1669.14,2,0.24,5.88,0.0,0,0.04,4,morning,0.47,0.278,dropout,beginner,wellness
user_0233,15,90,1481.14,2,0.43,5.83,0.0,0,0.1,10,night,0.393,0.544,dropout,intermediate,weight_loss
user_0234,16,90,1468.86,2,0.64,5.88,0.0,0,0.06,6,afternoon,0.458,0.35,dropout,intermediate,muscle_gain
user_0235,79,90,11113.0,23,12.88,7.25,0.636,1300,0.77,77,morning,0.688,0.73,highly_engaged,intermediate,stress_reduction
user_0236,39,90,4059.29,4,1.88,6.46,0.75,500,0.13,13,morning,0.607,0.398,struggling,intermediate,muscle_gain
user_0237,78,90,9735.14,12,14.63,7.31,0.6,850,0.88,88,evening,0.737,0.587,highly_engaged,intermediate,stress_reduction
user_0238,77,90,9260.57,20,13.46,7.27,0.7,2100,1.0,104,afternoon,0.82,0.891,highly_engaged,advanced,muscle_gain
user_0239,36,90,2415.86,5,1.87,6.31,0.167,150,0.17,17,evening,0.536,0.598,struggling,intermediate,weight_loss
user_0240,60,90,7912.14,10,7.22,6.76,0.571,500,0.29,29,night,0.549,0.891,moderate,beginner,wellness
user_0241,78,90,8270.0,28,12.38,7.13,0.7,750,1.0,110,afternoon,0.676,0.604,highly_engaged,intermediate,weight_loss
user_0242,60,90,3861.57,9,7.79,6.91,0.429,450,0.4,40,morning,0.84,0.389,moderate,advanced,stress_reduction
user_0243,77,90,9768.14,27,14.28,7.07,0.8,1100,0.88,88,evening,0.564,0.86,highly_engaged,beginner,wellness
user_0244,57,90,3946.14,14,6.73,6.72,0.636,750,0.43,43,afternoon,0.304,0.579,moderate,intermediate,weight_loss
user_0245,37,90,3152.14,4,2.63,6.15,0.0,0,0.1,10,afternoon,0.58,0.5,struggling,intermediate,wellness
user_0246,33,90,3196.14,2,1.83,6.27,0.5,250,0.24,24,morning,0.877,0.415,struggling,advanced,muscle_gain
user_0247,53,90,2600.0,6,6.59,6.74,0.556,750,0.21,21,afternoon,0.821,0.314,moderate,beginner,muscle_gain
user_0248,45,90,3557.29,5,3.11,6.48,0.0,0,0.21,21,morning,0.719,0.382,struggling,intermediate,weight_loss
user_0249,77,90,10212.43,14,13.0,7.05,0.75,1650,1.0,127,afternoon,0.886,0.678,highly_engaged,beginner,stress_reduction
user_0250,35,90,3821.43,4,1.77,6.16,0.667,200,0.24,24,morning,0.542,0.525,struggling,intermediate,wellness
user_0251,79,90,7768.14,28,14.73,7.27,0.9,2250,0.5,50,afternoon,0.801,0.404,highly_engaged,beginner,wellness
user_0252,61,90,4721.14,7,6.07,6.88,0.625,500,0.22,22,night,0.842,0.343,moderate,advanced,stress_reduction
user_0253,56,90,3162.29,12,5.46,6.84,0.75,1350,0.32,32,afternoon,0.38,0.455,moderate,advanced,stress_reduction
user_0254,73,90,8183.57,16,13.91,7.16,0.727,1000,1.0,146,afternoon,0.848,0.72,highly_engaged,advanced,muscle_gain
user_0255,23,90,1571.86,2,0.21,6.07,0.0,0,0.07,7,evening,0.457,0.212,dropout,beginner,stress_reduction
user_0256,76,90,10302.43,13,13.24,7.14,0.75,1800,1.0,148,evening,0.8,0.875,highly_engaged,beginner,wellness
user_0257,77,90,10563.29,15,13.93,7.22,0.85,2200,1.0,140,morning,0.608,0.534,highly_engaged,advanced,muscle_gain
user_0258,75,90,8365.43,19,12.49,7.13,0.818,1200,0.92,92,morning,0.466,0.859,highly_engaged,advanced,weight_loss
user_0259,42,90,4649.86,4,1.92,6.44,0.4,400,0.06,6,morning,0.748,0.429,struggling,intermediate,muscle_gain
user_0260,39,90,1904.71,3,1.81,6.24,0.667,200,0.13,13,evening,0.327,0.488,struggling,advanced,muscle_gain
user_0261,61,90,4817.57,11,7.23,7.09,0.571,300,0.46,46,night,0.569,0.243,moderate,advanced,wellness
user_0262,69,90,8610.57,16,12.23,7.13,0.85,1950,0.95,95,morning,0.756,0.61,highly_engaged,beginner,wellness
user_0263,64,90,7573.43,12,7.81,6.78,0.667,600,0.55,55,morning,0.886,0.529,moderate,beginner,muscle_gain
user_0264,72,90,10486.0,15,13.11,7.04,0.909,1450,1.0,102,morning,0.525,0.852,highly_engaged,beginner,weight_loss
user_0265,73,90,9216.14,12,11.08,7.13,0.647,1550,1.0,140,evening,0.77,0.785,highly_engaged,advanced,muscle_gain
user_0266,42,90,2825.57,4,2.87,6.49,0.0,0,0.17,17,afternoon,0.896,0.502,struggling,advanced,muscle_gain
user_0267,39,90,2566.29,4,2.31,6.44,0.333,250,0.08,8,evening,0.422,0.264,struggling,advanced,muscle_gain
user_0268,75,90,10076.43,12,11.97,7.22,0.727,1150,0.77,77,night,0.759,0.517,highly_engaged,intermediate,wellness
user_0269,78,90,10040.57,23,13.42,7.28,0.846,1650,1.0,126,afternoon,0.483,0.624,highly_engaged,intermediate,weight_loss
user_0270,8,90,2113.57,1,0.34,5.62,0.0,0,0.08,8,night,0.886,0.211,dropout,advanced,muscle_gain
user_0271,75,90,11277.14,15,12.54,7.19,0.75,2150,0.98,98,evening,0.596,0.405,highly_engaged,beginner,wellness
user_0272,39,90,2859.29,5,2.33,6.5,0.0,0,0.14,14,night,0.791,0.546,struggling,intermediate,weight_loss
user_0273,18,90,1476.57,3,0.21,5.73,0.0,0,0.09,9,afternoon,0.375,0.408,dropout,advanced,wellness
user_0274,55,90,6154.29,7,7.6,6.77,0.4,200,0.5,50,evening,0.391,0.428,moderate,beginner,muscle_gain
user_0275,37,90,2482.86,4,2.07,6.35,0.2,200,0.05,5,night,0.726,0.426,struggling,intermediate,muscle_gain
user_0276,18,90,1666.86,3,0.0,6.0,0.0,0,0.07,7,morning,0.65,0.36,dropout,beginner,wellness
user_0277,42,90,2338.71,4,2.44,6.52,0.0,0,0.1,10,night,0.805,0.498,struggling,advanced,weight_loss
user_0278,43,90,3837.29,5,1.06,6.32,0.2,150,0.13,13,evening,0.387,0.224,struggling,intermediate,wellness
user_0279,64,90,5724.0,9,8.76,7.05,0.818,1250,0.48,48,morning,0.763,0.52,moderate,advanced,weight_loss
user_0280,20,90,1776.0,3,0.34,5.94,0.333,100,0.04,4,evening,0.864,0.543,dropout,beginner,stress_reduction
user_0281,18,90,1573.14,2,0.27,5.93,0.0,0,0.06,6,afternoon,0.582,0.554,dropout,intermediate,weight_loss
user_0282,23,90,1732.86,3,0.72,6.04,0.0,0,0.06,6,morning,0.877,0.228,dropout,beginner,stress_reduction
user_0283,49,90,3540.14,5,5.09,6.64,0.583,1100,0.57,57,afternoon,0.799,0.355,moderate,intermediate,weight_loss
user_0284,34,90,2506.71,3,2.17,6.36,0.5,250,0.17,17,night,0.337,0.316,struggling,advanced,wellness
user_0285,12,90,1444.43,2,0.17,5.84,0.5,50,0.07,7,evening,0.446,0.553,dropout,intermediate,wellness
user_0286,23,90,1481.71,3,0.37,6.01,1.0,200,0.08,8,evening,0.321,0.251,dropout,intermediate,wellness
user_0287,18,90,1579.57,3,0.53,5.83,0.667,300,0.02,2,morning,0.392,0.36,dropout,advanced,muscle_gain
user_0288,78,90,11180.71,13,13.43,7.23,0.938,1900,0.68,68,morning,0.761,0.638,highly_engaged,advanced,stress_reduction
user_0289,64,90,4103.71,10,8.23,6.77,0.625,800,0.27,27,night,0.415,0.265,moderate,beginner,stress_reduction
user_0290,60,90,5182.71,6,5.98,6.77,1.0,700,0.4,40,afternoon,0.436,0.458,moderate,advanced,weight_loss
user_0291,26,90,2568.43,3,1.96,6.06,0.5,400,0.25,25,night,0.605,0.326,struggling,intermediate,muscle_gain
user_0292,18,90,2239.0,5,0.31,5.86,0.0,0,0.03,3,night,0.823,0.578,dropout,intermediate,stress_reduction
user_0293,80,90,10214.29,22,14.48,7.18,0.643,1700,0.76,76,evening,0.466,0.751,highly_engaged,advanced,wellness
user_0294,41,90,1927.71,6,2.16,6.41,1.0,950,0.08,8,afternoon,0.742,0.535,struggling,beginner,muscle_gain
user_0295,73,90,9744.43,12,13.5,7.31,0.812,1800,1.0,146,morning,0.419,0.667,highly_engaged,beginner,muscle_gain
user_0296,81,90,6992.29,35,16.09,7.22,0.857,1050,0.62,62,evening,0.379,0.292,highly_engaged,advanced,stress_reduction
user_0297,58,90,4699.71,8,5.53,6.77,0.857,700,0.23,23,evening,0.313,0.491,moderate,beginner,muscle_gain
user_0298,14,90,1429.43,2,0.0,5.76,0.333,150,0.06,6,evening,0.891,0.213,dropout,intermediate,muscle_gain
user_0299,78,90,8274.86,24,14.81,7.31,0.529,950,1.0,100,night,0.361,0.663,highly_engaged,intermediate,wellness
user_0300,14,90,1520.43,2,0.31,5.85,0.0,0,0.0,0,evening,0.493,0.448,dropout,advanced,weight_loss
user_0301,55,90,6511.43,5,6.74,6.78,0.5,500,0.42,42,afternoon,0.354,0.599,moderate,intermediate,wellness
user_0302,18,90,2193.43,2,0.0,5.83,0.0,0,0.06,6,morning,0.439,0.461,dropout,advanced,muscle_gain
user_0303,76,90,8500.86,12,13.7,6.99,1.0,1450,1.0,141,night,0.736,0.434,highly_engaged,intermediate,wellness
user_0304,77,90,12408.57,24,13.04,7.38,0.7,2100,1.0,100,morning,0.539,0.799,highly_engaged,intermediate,muscle_gain
user_0305,58,90,6756.43,7,7.08,6.81,0.6,300,0.22,22,afternoon,0.354,0.365,moderate,beginner,stress_reduction
user_0306,68,90,5631.43,15,7.24,6.98,0.571,700,0.27,27,evening,0.406,0.375,moderate,advanced,wellness
user_0307,23,90,1234.29,2,0.64,5.96,0.0,0,0.02,2,afternoon,0.695,0.247,dropout,intermediate,stress_reduction
user_0308,58,90,4530.14,12,7.14,6.65,0.556,550,0.49,49,evening,0.782,0.596,moderate,intermediate,weight_loss
user_0309,59,90,5176.57,8,8.26,6.78,0.7,600,0.59,59,night,0.75,0.363,moderate,beginner,muscle_gain
user_0310,59,90,3482.57,9,7.58,6.76,0.375,250,0.4,40,evening,0.663,0.518,moderate,beginner,weight_loss
user_0311,48,90,6268.0,5,6.09,6.63,0.875,1000,0.58,58,morning,0.362,0.406,moderate,advanced,weight_loss
user_0312,12,90,1899.57,2,0.19,5.61,0.0,0,0.06,6,afternoon,0.722,0.237,dropout,advanced,stress_reduction
user_0313,57,90,6342.57,6,5.57,6.82,0.3,450,0.26,26,afternoon,0.583,0.445,moderate,beginner,muscle_gain
user_0314,63,90,4533.71,7,8.44,6.86,0.727,1050,0.42,42,night,0.374,0.314,moderate,advanced,wellness
user_0315,50,90,6930.57,5,6.12,6.62,0.75,550,0.56,56,morning,0.672,0.517,moderate,advanced,wellness
user_0316,22,90,1862.57,2,0.59,6.04,0.0,0,0.03,3,morning,0.729,0.506,dropout,advanced,stress_reduction
user_0317,15,90,1379.43,3,0.67,5.93,0.0,0,0.04,4,morning,0.539,0.24,dropout,intermediate,weight_loss
user_0318,40,90,2910.43,5,2.04,6.4,0.167,100,0.21,21,night,0.546,0.427,struggling,beginner,muscle_gain
user_0319,44,90,1548.29,11,2.92,6.36,0.0,0,0.18,18,evening,0.348,0.458,struggling,intermediate,muscle_gain
user_0320,19,90,1951.0,2,0.71,5.77,0.0,0,0.05,5,afternoon,0.677,0.49,dropout,intermediate,wellness
user_0321,75,90,10626.71,16,11.98,7.21,0.909,1300,0.8,80,evening,0.887,0.576,highly_engaged,beginner,stress_reduction
user_0322,22,90,1407.14,2,0.28,6.05,0.333,150,0.0,0,afternoon,0.692,0.289,dropout,intermediate,muscle_gain
user_0323,41,90,3345.14,4,2.37,6.48,0.667,150,0.24,24,morning,0.599,0.486,struggling,intermediate,stress_reduction
user_0324,78,90,7388.86,15,13.73,7.19,0.846,1650,0.63,63,night,0.546,0.774,highly_engaged,advanced,muscle_gain
user_0325,30,90,2265.86,3,1.43,6.08,0.333,100,0.16,16,afternoon,0.479,0.259,struggling,beginner,weight_loss
user_0326,39,90,3853.0,5,2.2,6.32,0.2,100,0.16,16,morning,0.372,0.322,struggling,beginner,muscle_gain
user_0327,40,90,2296.43,4,1.98,6.36,0.4,300,0.16,16,morning,0.666,0.421,struggling,advanced,muscle_gain
user_0328,36,90,3248.0,3,1.84,6.25,0.6,450,0.11,11,afternoon,0.82,0.372,struggling,beginner,muscle_gain
user_0329,69,90,4193.29,16,8.4,6.99,0.556,850,0.44,44,afternoon,0.714,0.556,moderate,beginner,wellness
user_0330,59,90,6344.86,8,6.09,6.96,0.5,750,0.26,26,morning,0.38,0.539,moderate,intermediate,weight_loss
user_0331,60,90,6353.43,8,8.81,6.89,0.182,350,0.31,31,afternoon,0.894,0.529,moderate,advanced,stress_reduction
user_0332,36,90,3730.0,6,1.34,6.29,0.25,50,0.13,13,afternoon,0.435,0.337,struggling,beginner,wellness
user_0333,60,90,6420.71,8,8.14,6.76,0.8,350,0.5,50,morning,0.822,0.407,moderate,advanced,wellness
user_0334,16,90,1377.29,4,0.0,5.77,0.0,0,0.1,10,morning,0.384,0.582,dropout,advanced,weight_loss
user_0335,20,90,1364.43,3,0.79,6.12,0.0,0,0.06,6,afternoon,0.88,0.323,dropout,intermediate,stress_reduction
user_0336,17,90,1926.71,2,0.8,5.81,0.333,150,0.07,7,afternoon,0.503,0.241,dropout,intermediate,muscle_gain
user_0337,54,90,4393.14,7,7.56,6.81,0.6,350,0.48,48,evening,0.607,0.566,moderate,beginner,wellness
user_0338,21,90,1823.0,2,0.78,5.87,0.0,0,0.03,3,afternoon,0.871,0.315,dropout,intermediate,wellness
user_0339,43,90,2470.86,5,2.33,6.56,0.5,500,0.05,5,afternoon,0.531,0.42,struggling,beginner,wellness
user_0340,16,90,2396.29,2,0.0,5.89,0.0,0,0.0,0,evening,0.735,0.417,dropout,advanced,muscle_gain
user_0341,62,90,7528.43,12,7.91,6.97,0.8,1200,0.31,31,evening,0.848,0.521,moderate,advanced,muscle_gain
user_0342,31,90,2396.29,4,1.97,6.32,0.333,150,0.13,13,night,0.642,0.544,struggling,beginner,stress_reduction
user_0343,75,90,10365.57,15,13.86,7.06,0.9,1100,0.66,66,morning,0.435,0.858,highly_engaged,beginner,wellness
user_0344,55,90,6314.86,7,6.34,6.7,0.5,650,0.21,21,night,0.509,0.564,moderate,beginner,stress_reduction
user_0345,33,90,3107.14,3,1.44,6.04,0.333,150,0.07,7,afternoon,0.835,0.538,struggling,advanced,weight_loss
user_0346,48,90,6347.57,6,6.69,6.43,0.5,800,0.59,59,night,0.353,0.351,moderate,advanced,weight_loss
user_0347,25,90,1567.29,3,1.28,6.01,0.0,0,0.03,3,afternoon,0.784,0.212,dropout,beginner,wellness
user_0348,39,90,2881.43,6,2.02,6.33,0.5,150,0.14,14,night,0.703,0.572,struggling,advanced,wellness
user_0349,33,90,2854.57,6,1.81,6.27,0.5,450,0.2,20,night,0.358,0.492,struggling,advanced,muscle_gain
user_0350,55,90,4466.29,7,5.86,6.77,0.667,800,0.43,43,evening,0.386,0.36,moderate,intermediate,muscle_gain
user_0351,18,90,1716.0,3,0.38,5.86,0.333,100,0.02,2,afternoon,0.888,0.279,dropout,advanced,stress_reduction
user_0352,61,90,7123.29,11,6.2,6.92,0.5,650,0.41,41,evening,0.7,0.652,moderate,advanced,weight_loss
user_0353,38,90,3644.29,3,2.16,6.23,0.0,0,0.19,19,evening,0.318,0.24,struggling,advanced,muscle_gain
user_0354,40,90,2223.71,4,1.2,6.37,0.167,250,0.15,15,afternoon,0.394,0.233,struggling,beginner,muscle_gain
user_0355,79,90,10253.86,14,13.7,7.36,0.684,1850,0.62,62,afternoon,0.733,0.782,highly_engaged,advanced,muscle_gain
user_0356,52,90,4028.0,7,6.26,6.64,0.455,800,0.49,49,morning,0.678,0.236,moderate,intermediate,muscle_gain
user_0357,37,90,2512.43,3,1.99,6.41,0.25,200,0.23,23,evening,0.462,0.53,struggling,intermediate,weight_loss
user_0358,53,90,4926.29,5,6.77,6.64,0.5,450,0.22,22,afternoon,0.867,0.383,moderate,advanced,weight_loss
user_0359,17,90,1629.0,3,0.28,5.86,0.0,0,0.08,8,evening,0.892,0.307,dropout,advanced,stress_reduction
user_0360,33,90,3033.14,4,1.93,6.27,0.333,250,0.08,8,afternoon,0.329,0.315,struggling,beginner,muscle_gain
user_0361,53,90,4874.43,6,5.41,6.68,0.857,600,0.27,27,afternoon,0.67,0.356,moderate,advanced,weight_loss
user_0362,36,90,2865.29,8,1.83,6.36,0.667,350,0.09,9,evening,0.637,0.239,struggling,intermediate,wellness
user_0363,35,90,3762.86,4,1.86,6.37,0.5,200,0.17,17,morning,0.351,0.456,struggling,intermediate,weight_loss
user_0364,41,90,2376.71,6,2.19,6.44,0.667,700,0.18,18,evening,0.578,0.263,struggling,advanced,wellness
user_0365,22,90,1391.43,3,0.62,6.12,0.0,0,0.06,6,afternoon,0.516,0.301,dropout,intermediate,weight_loss
user_0366,61,90,5899.29,9,5.26,6.89,0.571,400,0.48,48,afternoon,0.539,0.227,moderate,advanced,stress_reduction
user_0367,20,90,1034.71,3,0.3,5.96,0.0,0,0.04,4,afternoon,0.796,0.558,dropout,advanced,stress_reduction
user_0368,56,90,7285.0,7,6.17,6.77,0.667,450,0.2,20,evening,0.792,0.527,moderate,intermediate,stress_reduction
user_0369,35,90,2635.43,4,3.02,6.29,0.2,150,0.18,18,night,0.695,0.301,struggling,beginner,muscle_gain
user_0370,49,90,5356.71,5,5.32,6.65,0.583,650,0.37,37,afternoon,0.795,0.571,moderate,intermediate,weight_loss
user_0371,35,90,2866.14,6,2.53,6.33,0.333,400,0.12,12,evening,0.693,0.29,struggling,advanced,stress_reduction
user_0372,54,90,3374.43,8,5.1,6.69,0.583,950,0.25,25,evening,0.359,0.269,moderate,advanced,stress_reduction
user_0373,11,90,2085.71,2,0.26,5.76,0.0,0,0.02,2,night,0.827,0.485,dropout,beginner,weight_loss
user_0374,72,90,7465.57,14,12.9,7.13,0.895,2250,0.63,63,night,0.545,0.765,highly_engaged,advanced,stress_reduction
user_0375,81,90,11844.43,30,14.66,7.41,0.737,2100,1.0,134,morning,0.603,0.663,highly_engaged,beginner,weight_loss
user_0376,42,90,2760.14,5,3.22,6.63,0.25,200,0.12,12,evening,0.74,0.344,struggling,beginner,weight_loss
user_0377,55,90,3981.29,10,6.69,6.73,0.2,100,0.57,57,afternoon,0.844,0.553,moderate,beginner,wellness
user_0378,58,90,6098.14,9,5.79,6.88,0.444,450,0.58,58,night,0.853,0.591,moderate,advanced,stress_reduction
user_0379,17,90,1566.86,3,0.46,5.92,0.5,200,0.04,4,night,0.736,0.582,dropout,intermediate,muscle_gain
user_0380,77,90,9533.57,16,12.91,7.25,0.714,1200,0.52,52,morning,0.723,0.737,highly_engaged,beginner,muscle_gain
user_0381,18,90,1799.43,2,0.21,5.95,0.0,0,0.01,1,evening,0.628,0.229,dropout,intermediate,stress_reduction
user_0382,75,90,11507.0,17,12.59,7.05,0.786,1550,1.0,139,afternoon,0.336,0.754,highly_engaged,intermediate,wellness
user_0383,77,90,10488.0,21,13.42,7.15,0.737,1450,0.94,94,afternoon,0.744,0.615,highly_engaged,intermediate,muscle_gain
user_0384,78,90,10674.57,13,13.64,7.24,0.929,1150,1.0,125,evening,0.426,0.719,highly_engaged,beginner,wellness
user_0385,41,90,2452.14,4,1.17,6.45,0.0,0,0.25,25,afternoon,0.322,0.542,struggling,intermediate,stress_reduction
user_0386,29,90,2755.43,5,0.8,6.07,0.5,50,0.18,18,morning,0.494,0.538,struggling,advanced,muscle_gain
user_0387,31,90,3665.43,6,1.92,6.22,0.5,250,0.19,19,morning,0.886,0.27,struggling,beginner,wellness
user_0388,73,90,8906.71,10,11.96,7.15,0.667,1000,0.64,64,afternoon,0.638,0.639,highly_engaged,intermediate,wellness
user_0389,53,90,5847.29,8,6.8,6.63,0.714,450,0.59,59,evening,0.468,0.289,moderate,beginner,muscle_gain
user_0390,59,90,6728.29,12,5.78,6.85,0.6,800,0.53,53,afternoon,0.323,0.304,moderate,beginner,weight_loss
user_0391,27,90,1507.57,4,0.0,6.06,0.0,0,0.02,2,morning,0.849,0.366,dropout,beginner,weight_loss
user_0392,18,90,1183.57,2,0.48,5.87,0.0,0,0.05,5,evening,0.564,0.297,dropout,beginner,stress_reduction
user_0393,53,90,5544.14,6,5.9,6.66,0.5,850,0.22,22,afternoon,0.548,0.412,moderate,advanced,muscle_gain
user_0394,14,90,1606.86,1,0.43,5.86,0.0,0,0.08,8,night,0.485,0.275,dropout,intermediate,weight_loss
user_0395,73,90,7113.57,26,14.46,7.01,0.867,1700,0.7,70,night,0.404,0.612,highly_engaged,beginner,muscle_gain
user_0396,62,90,5124.29,12,6.31,6.71,0.75,750,0.21,21,afternoon,0.85,0.232,moderate,intermediate,stress_reduction
user_0397,80,90,11935.57,24,15.71,7.36,0.583,1150,1.0,120,morning,0.752,0.704,highly_engaged,advanced,muscle_gain
user_0398,47,90,3158.29,5,2.88,6.47,0.4,350,0.23,23,morning,0.312,0.489,struggling,advanced,wellness
user_0399,72,90,6786.71,14,13.13,7.11,0.667,1350,0.75,75,morning,0.777,0.499,highly_engaged,advanced,stress_reduction
user_0400,55,90,5091.29,11,6.91,6.97,0.75,800,0.59,59,afternoon,0.677,0.293,moderate,advanced,stress_reduction
user_0401,21,90,1843.29,3,0.73,5.81,0.0,0,0.03,3,night,0.873,0.227,dropout,advanced,stress_reduction
user_0402,35,90,2867.14,2,1.98,6.32,0.167,50,0.18,18,morning,0.481,0.324,struggling,advanced,stress_reduction
user_0403,22,90,2017.71,3,0.07,6.05,0.0,0,0.0,0,afternoon,0.777,0.235,dropout,advanced,muscle_gain
user_0404,18,90,2125.86,2,0.37,5.92,0.0,0,0.04,4,evening,0.397,0.557,dropout,beginner,wellness
user_0405,62,90,6729.29,7,7.32,6.96,0.417,650,0.47,47,night,0.561,0.537,moderate,advanced,wellness
user_0406,53,90,6570.14,6,5.53,6.53,0.545,750,0.43,43,night,0.609,0.279,moderate,beginner,stress_reduction
user_0407,58,90,5640.14,9,7.66,6.63,0.909,1350,0.35,35,evening,0.732,0.472,moderate,beginner,weight_loss
user_0408,40,90,3270.43,4,3.44,6.33,0.2,50,0.25,25,afternoon,0.773,0.495,struggling,intermediate,weight_loss
user_0409,18,90,1782.43,3,0.13,5.88,0.5,50,0.1,10,evening,0.609,0.26,dropout,beginner,muscle_gain
user_0410,42,90,2884.0,6,1.86,6.35,0.333,350,0.06,6,night,0.825,0.372,struggling,beginner,stress_reduction
user_0411,22,90,1330.14,3,0.42,5.96,0.0,0,0.07,7,afternoon,0.565,0.233,dropout,advanced,stress_reduction
user_0412,54,90,6921.57,9,6.33,6.67,0.714,700,0.49,49,afternoon,0.834,0.347,moderate,intermediate,weight_loss
user_0413,27,90,1837.14,2,0.56,6.11,0.5,100,0.11,11,morning,0.863,0.231,struggling,intermediate,stress_reduction
user_0414,28,90,3662.57,4,2.77,6.18,0.333,200,0.22,22,morning,0.501,0.375,struggling,advanced,weight_loss
user_0415,59,90,5966.71,7,6.63,6.81,0.8,750,0.54,54,evening,0.757,0.469,moderate,intermediate,wellness
user_0416,76,90,8006.0,18,12.89,7.06,0.688,1550,1.0,118,morning,0.764,0.728,highly_engaged,advanced,stress_reduction
user_0417,65,90,6478.86,10,6.53,6.97,0.5,400,0.55,55,afternoon,0.894,0.216,moderate,advanced,muscle_gain
user_0418,77,90,9046.43,20,13.63,7.06,0.889,1850,1.0,124,afternoon,0.338,0.873,highly_engaged,advanced,stress_reduction
user_0419,73,90,9321.86,12,11.5,7.12,0.842,2050,1.0,123,morning,0.886,0.634,highly_engaged,advanced,wellness
user_0420,42,90,1514.71,6,3.13,6.56,0.0,0,0.14,14,afternoon,0.617,0.458,struggling,advanced,wellness
user_0421,19,90,1791.86,2,0.21,5.73,0.0,0,0.06,6,morning,0.629,0.56,dropout,beginner,muscle_gain
user_0422,67,90,8056.71,11,11.39,6.95,0.947,2500,1.0,106,night,0.357,0.543,highly_engaged,beginner,muscle_gain
user_0423,28,90,3088.71,4,1.96,5.96,0.2,50,0.1,10,afternoon,0.851,0.358,struggling,advanced,stress_reduction
user_0424,65,90,5936.86,11,8.16,7.05,0.857,750,0.51,51,evening,0.814,0.487,moderate,intermediate,wellness
user_0425,56,90,4489.71,7,8.38,6.71,0.455,450,0.22,22,afternoon,0.728,0.483,moderate,advanced,muscle_gain
user_0426,19,90,1570.71,3,0.24,5.93,0.0,0,0.01,1,evening,0.447,0.403,dropout,advanced,wellness
user_0427,76,90,10955.14,20,12.32,7.29,1.0,1550,1.0,116,morning,0.821,0.84,highly_engaged,intermediate,wellness
user_0428,64,90,5029.43,17,5.96,6.83,0.364,500,0.59,59,morning,0.356,0.464,moderate,intermediate,stress_reduction
user_0429,36,90,1983.29,6,2.04,6.3,0.5,100,0.05,5,afternoon,0.887,0.362,struggling,advanced,weight_loss
user_0430,66,90,6588.0,8,7.58,6.99,0.4,100,0.44,44,morning,0.327,0.214,moderate,advanced,wellness
user_0431,22,90,1501.43,2,0.99,6.02,1.0,100,0.04,4,evening,0.66,0.505,dropout,beginner,stress_reduction
user_0432,21,90,1531.57,5,0.59,5.92,0.0,0,0.01,1,evening,0.52,0.323,dropout,beginner,wellness
user_0433,56,90,2672.57,9,6.73,6.8,0.818,1250,0.59,59,morning,0.877,0.52,moderate,intermediate,muscle_gain
user_0434,36,90,2725.29,5,1.61,6.25,0.333,300,0.24,24,evening,0.463,0.203,struggling,beginner,stress_reduction
user_0435,14,90,1582.43,2,0.27,5.94,0.5,250,0.05,5,night,0.882,0.226,dropout,beginner,muscle_gain
user_0436,79,90,11374.0,15,13.9,7.23,0.769,1350,0.63,63,night,0.492,0.766,highly_engaged,beginner,stress_reduction
user_0437,58,90,4697.43,8,6.71,6.57,0.833,450,0.52,52,morning,0.491,0.396,moderate,intermediate,stress_reduction
user_0438,18,90,2028.0,2,0.58,5.81,0.0,0,0.01,1,morning,0.71,0.473,dropout,advanced,muscle_gain
user_0439,13,90,1794.29,2,0.0,5.89,0.0,0,0.01,1,afternoon,0.426,0.459,dropout,intermediate,wellness
