user_id,date,steps,meditation_minutes,water_glasses,sleep_hours,meals_logged,exercise_minutes,current_streak,completed_daily_goal
user_0042,2025-09-21,585,0,7,8.1,3,29,2,True
user_0042,2025-09-22,2391,0,5,5.4,1,0,0,False
user_0042,2025-09-23,1623,0,0,4.3,1,0,0,False
user_0042,2025-09-24,848,0,5,4.4,2,0,0,False
user_0042,2025-09-25,2006,0,1,4.1,1,0,0,False
user_0042,2025-09-26,917,0,4,6.2,0,0,0,False
user_0042,2025-09-27,2013,0,8,7.9,2,34,1,True
user_0042,2025-09-28,610,0,3,5.0,0,0,0,False
user_0042,2025-09-29,829,0,2,6.3,1,0,0,False
user_0042,2025-09-30,2356,0,5,6.6,3,0,0,False
user_0042,2025-10-01,1640,0,3,6.5,3,0,0,False
user_0042,2025-10-02,1510,0,5,6.2,2,0,0,False
user_0042,2025-10-03,1516,0,3,6.4,0,0,0,False
user_0042,2025-10-04,783,0,1,4.3,2,0,0,False
user_0042,2025-10-05,2844,0,5,5.8,2,0,0,False
user_0042,2025-10-06,1965,0,4,4.0,1,0,0,False
user_0042,2025-10-07,1453,11,10,6.1,1,1,1,True
user_0042,2025-10-08,929,0,0,6.5,1,0,0,False
user_0042,2025-10-09,879,0,1,4.7,0,0,0,False
user_0042,2025-10-10,1256,0,0,4.5,3,0,0,False
user_0042,2025-10-11,1886,0,3,6.8,1,0,0,False
user_0042,2025-10-12,2148,0,3,6.0,3,0,0,False
user_0042,2025-10-13,1745,25,9,7.4,1,19,1,True
user_0042,2025-10-14,2140,0,2,5.9,3,0,0,False
user_0042,2025-10-15,1454,0,1,4.5,2,0,0,False
user_0042,2025-10-16,1494,0,3,5.0,3,0,0,False
user_0042,2025-10-17,2260,0,10,8.6,2,4,1,True
user_0042,2025-10-18,2711,0,5,4.2,0,0,0,False
user_0042,2025-10-19,2044,0,1,4.4,2,0,0,False
user_0042,2025-10-20,2065,0,3,6.3,1,0,0,False
user_0042,2025-10-21,2458,0,8,6.4,0,10,1,True
user_0042,2025-10-22,804,0,4,6.5,1,0,0,False
user_0042,2025-10-23,2573,0,1,5.0,0,0,0,False
user_0042,2025-10-24,1898,0,2,6.6,3,0,0,False
user_0042,2025-10-25,1037,0,5,5.0,0,0,0,False
user_0042,2025-10-26,2408,0,2,6.3,3,0,0,False
user_0042,2025-10-27,2808,0,5,6.7,1,0,0,False
user_0042,2025-10-28,1571,0,7,8.2,0,53,1,True
user_0042,2025-10-29,2743,0,10,6.1,3,37,2,True
user_0042,2025-10-30,1047,0,0,5.9,3,0,0,False
user_0042,2025-10-31,1296,0,0,5.4,2,0,0,False
user_0042,2025-11-01,1920,0,1,4.2,2,0,0,False
user_0042,2025-11-02,600,0,5,5.3,2,0,0,False
user_0042,2025-11-03,1565,0,0,6.3,1,0,0,False
user_0042,2025-11-04,840,0,8,7.5,3,12,1,True
user_0042,2025-11-05,2373,0,5,6.1,1,0,0,False
user_0042,2025-11-06,600,0,4,5.8,2,0,0,False
user_0042,2025-11-07,1137,0,3,4.8,1,0,0,False
user_0042,2025-11-08,2277,0,5,4.2,1,0,0,False
user_0042,2025-11-09,2518,0,3,5.0,0,0,0,False
user_0042,2025-11-10,2720,0,4,6.2,3,0,0,False
user_0042,2025-11-11,2129,0,2,4.8,1,0,0,False
user_0042,2025-11-12,1169,0,3,4.6,2,0,0,False
user_0042,2025-11-13,804,0,7,6.9,1,60,1,True
user_0042,2025-11-14,619,0,3,6.7,0,0,0,False
user_0042,2025-11-15,1828,0,0,4.2,0,0,0,False
user_0042,2025-11-16,2223,0,5,5.8,0,0,0,False
user_0042,2025-11-17,808,0,5,6.8,1,0,0,False
user_0042,2025-11-18,759,0,4,5.2,3,0,0,False
user_0042,2025-11-19,2511,0,3,4.4,1,0,0,False
user_0042,2025-11-20,2739,0,1,6.3,0,0,0,False
user_0042,2025-11-21,649,0,8,8.0,3,35,1,True
user_0042,2025-11-22,1775,0,2,7.0,2,0,0,False
user_0042,2025-11-23,1710,0,7,6.7,1,22,1,True
user_0042,2025-11-24,1549,0,4,5.4,1,0,0,False
user_0042,2025-11-25,1306,0,9,6.5,0,48,1,True
user_0042,2025-11-26,1955,0,8,8.2,0,42,2,True
user_0042,2025-11-27,2824,0,4,6.4,1,0,0,False
user_0042,2025-11-28,2126,0,3,4.7,0,0,0,False
user_0042,2025-11-29,2098,0,1,4.5,1,0,0,False
user_0042,2025-11-30,2087,0,0,6.3,3,0,0,False
user_0042,2025-12-01,2766,0,7,6.9,2,60,1,True
user_0042,2025-12-02,1063,0,1,5.1,1,0,0,False
user_0042,2025-12-03,2669,0,5,5.0,0,0,0,False
user_0042,2025-12-04,1683,0,3,4.7,0,0,0,False
user_0043,2025-09-06,796,0,0,5.1,3,0,0,False
user_0043,2025-09-07,971,0,2,4.2,2,0,0,False
user_0043,2025-09-08,4839,22,10,6.7,3,31,1,True
user_0043,2025-09-09,5326,0,9,8.4,1,11,2,True
user_0043,2025-09-10,707,0,4,6.9,3,0,0,False
user_0043,2025-09-11,1537,0,0,5.6,2,0,0,False
user_0043,2025-09-12,4902,0,8,8.3,3,50,1,True
user_0043,2025-09-13,2399,0,1,7.0,2,0,0,False
user_0043,2025-09-14,1971,0,1,4.1,3,0,0,False
user_0043,2025-09-15,1703,0,2,6.5,1,0,0,False
user_0043,2025-09-16,2306,0,5,5.5,1,0,0,False
user_0043,2025-09-17,2692,0,0,6.8,1,0,0,False
user_0043,2025-09-18,6212,0,7,7.1,3,40,1,True
user_0043,2025-09-19,3135,27,8,7.1,1,8,2,True
user_0043,2025-09-20,2154,0,2,5.7,1,0,0,False
user_0043,2025-09-21,5421,0,8,6.6,3,29,1,True
user_0043,2025-09-22,6356,0,7,6.3,3,47,2,True
user_0043,2025-09-23,4168,0,8,7.6,0,26,3,True
user_0043,2025-09-24,1715,0,4,4.9,1,0,0,False
user_0043,2025-09-25,4236,0,7,6.9,1,54,1,True
user_0043,2025-09-26,5502,0,8,8.5,0,32,2,True
user_0043,2025-09-27,2691,0,8,7.3,0,17,3,True
user_0043,2025-09-28,1072,0,2,6.0,2,0,0,False
user_0043,2025-09-29,1083,0,1,6.4,0,0,0,False
user_0043,2025-09-30,1256,0,4,4.4,0,0,0,False
user_0043,2025-10-01,838,0,0,5.7,3,0,0,False
user_0043,2025-10-02,2989,0,4,4.8,2,0,0,False
user_0043,2025-10-03,1031,0,2,5.3,3,0,0,False
user_0043,2025-10-04,4910,8,9,7.8,3,21,1,True
user_0043,2025-10-05,2616,0,8,7.5,0,21,2,True
user_0043,2025-10-06,2383,0,1,5.3,2,0,0,False
user_0043,2025-10-07,2764,0,0,4.8,0,0,0,False
user_0043,2025-10-08,2370,0,9,8.2,2,59,1,True
user_0043,2025-10-09,2952,18,10,8.3,1,32,2,True
user_0043,2025-10-10,1911,0,1,4.7,3,0,0,False
user_0043,2025-10-11,2857,0,5,5.2,2,0,0,False
user_0043,2025-10-12,1234,0,0,4.9,3,0,0,False
user_0043,2025-10-13,4555,0,7,7.4,2,8,1,True
user_0043,2025-10-14,3294,0,9,7.5,1,18,2,True
user_0043,2025-10-15,2322,0,2,6.1,3,0,0,False
user_0043,2025-10-16,1987,0,3,5.9,2,0,0,False
user_0043,2025-10-17,5027,0,10,8.9,0,55,1,True
user_0043,2025-10-18,5220,0,7,8.8,2,14,2,True
user_0043,2025-10-19,817,0,4,4.7,1,0,0,False
user_0043,2025-10-20,1843,0,1,4.8,2,0,0,False
user_0043,2025-10-21,1277,0,5,6.9,2,0,0,False
user_0043,2025-10-22,677,0,2,5.3,1,0,0,False
user_0043,2025-10-23,6312,22,8,6.6,1,8,1,True
user_0043,2025-10-24,1131,0,1,6.2,0,0,0,False
user_0043,2025-10-25,2347,0,5,4.1,0,0,0,False
user_0043,2025-10-26,5593,0,9,8.6,2,60,1,True
user_0043,2025-10-27,4462,0,8,7.5,0,21,2,True
user_0043,2025-10-28,3299,27,7,8.5,2,14,3,True
user_0043,2025-10-29,5723,0,7,6.6,3,6,4,True
user_0043,2025-10-30,2018,0,4,4.2,1,0,0,False
user_0043,2025-10-31,2887,0,3,6.7,3,0,0,False
user_0043,2025-11-01,2625,11,6,8.4,1,46,1,True
user_0043,2025-11-02,5153,0,9,8.9,2,26,2,True
user_0043,2025-11-03,1699,0,4,5.9,0,0,0,False
user_0043,2025-11-04,5935,0,6,6.9,0,10,1,True
user_0043,2025-11-05,5945,16,6,6.8,1,15,2,True
user_0043,2025-11-06,1547,0,5,4.0,1,0,0,False
user_0043,2025-11-07,1362,0,0,4.7,3,0,0,False
user_0043,2025-11-08,2544,0,9,7.0,2,41,1,True
user_0043,2025-11-09,935,0,5,4.4,0,0,0,False
user_0043,2025-11-10,6769,0,7,8.0,2,33,1,True
user_0043,2025-11-11,2025,0,4,5.9,0,0,0,False
user_0043,2025-11-12,4287,0,7,6.8,0,51,1,True
user_0043,2025-11-13,4850,0,9,7.2,3,33,2,True
user_0043,2025-11-14,2868,0,4,4.8,3,0,0,False
user_0043,2025-11-15,1777,0,1,6.6,1,0,0,False
user_0043,2025-11-16,1687,0,5,5.5,0,0,0,False
user_0043,2025-11-17,657,0,5,6.8,1,0,0,False
user_0043,2025-11-18,807,0,2,5.1,2,0,0,False
user_0043,2025-11-19,3916,0,7,6.8,0,15,1,True
user_0043,2025-11-20,2743,0,0,5.7,0,0,0,False
user_0043,2025-11-21,1057,0,2,5.1,3,0,0,False
user_0043,2025-11-22,1273,0,0,5.0,3,0,0,False
user_0043,2025-11-23,6341,0,6,6.5,2,20,1,True
user_0043,2025-11-24,2030,0,0,5.6,2,0,0,False
user_0043,2025-11-25,1272,0,0,6.0,1,0,0,False
user_0043,2025-11-26,2163,0,3,4.9,3,0,0,False
user_0043,2025-11-27,6829,24,8,6.9,3,2,1,True
user_0043,2025-11-28,886,0,4,6.8,1,0,0,False
user_0043,2025-11-29,2084,0,2,6.0,2,0,0,False
user_0043,2025-11-30,932,0,0,5.5,3,0,0,False
user_0043,2025-12-01,529,0,3,6.5,1,0,0,False
user_0043,2025-12-02,752,0,2,4.2,1,0,0,False
user_0043,2025-12-03,2024,0,3,4.3,3,0,0,False
user_0043,2025-12-04,6368,7,9,6.2,0,51,1,True
user_0044,2025-09-06,9962,18,10,8.7,2,0,1,True
user_0044,2025-09-07,12183,11,7,7.2,0,31,2,True
user_0044,2025-09-08,11311,24,8,8.4,0,47,3,True
user_0044,2025-09-09,10031,26,6,7.8,1,36,4,True
user_0044,2025-09-10,10932,29,6,8.7,2,6,5,True
user_0044,2025-09-11,10653,11,8,7.4,1,35,6,True
user_0044,2025-09-12,13769,8,7,6.4,3,58,7,True
user_0044,2025-09-13,2779,0,0,5.5,3,0,0,False
user_0044,2025-09-14,10872,9,6,7.6,2,18,1,True
user_0044,2025-09-15,13679,15,9,6.3,3,44,2,True
user_0044,2025-09-16,13985,5,8,6.9,2,15,3,True
user_0044,2025-09-17,13250,14,9,6.7,0,6,4,True
user_0044,2025-09-18,12617,24,10,7.0,3,54,5,True
user_0044,2025-09-19,10754,30,7,8.7,3,9,6,True
user_0044,2025-09-20,14347,19,6,6.4,2,30,7,True
user_0044,2025-09-21,14629,25,8,7.3,2,34,8,True
user_0044,2025-09-22,10792,30,10,6.5,1,51,9,True
user_0044,2025-09-23,9472,8,6,8.5,1,51,10,True
user_0044,2025-09-24,8673,0,6,7.8,2,39,11,True
user_0044,2025-09-25,11021,24,9,6.7,1,59,12,True
user_0044,2025-09-26,8406,11,10,7.6,1,18,13,True
user_0044,2025-09-27,1357,0,1,4.9,2,0,0,False
user_0044,2025-09-28,2676,0,0,6.2,3,0,0,False
user_0044,2025-09-29,10050,8,9,8.7,3,41,1,True
user_0044,2025-09-30,9428,0,8,8.8,1,11,2,True
user_0044,2025-10-01,9794,15,8,8.4,1,11,3,True
user_0044,2025-10-02,14400,9,9,6.6,2,3,4,True
user_0044,2025-10-03,10629,6,8,7.3,1,50,5,True
user_0044,2025-10-04,14843,8,7,8.8,3,41,6,True
user_0044,2025-10-05,12551,28,6,8.6,2,6,7,True
user_0044,2025-10-06,2785,0,2,6.6,1,0,0,False
user_0044,2025-10-07,13728,12,10,6.7,1,39,1,True
user_0044,2025-10-08,10165,8,7,6.2,2,37,2,True
user_0044,2025-10-09,10481,22,9,7.4,1,29,3,True
user_0044,2025-10-10,11818,15,6,8.0,0,26,4,True
user_0044,2025-10-11,9519,16,9,8.8,3,22,5,True
user_0044,2025-10-12,11734,0,6,7.1,0,4,6,True
user_0044,2025-10-13,12935,19,8,7.0,3,20,7,True
user_0044,2025-10-14,14186,26,7,8.1,1,31,8,True
user_0044,2025-10-15,783,0,5,6.3,3,0,0,False
user_0044,2025-10-16,13695,27,9,6.1,2,1,1,True
user_0044,2025-10-17,12732,12,9,8.8,3,58,2,True
user_0044,2025-10-18,10397,28,8,8.2,0,50,3,True
user_0044,2025-10-19,8424,21,7,6.3,3,7,4,True
user_0044,2025-10-20,12598,22,6,8.2,0,23,5,True
user_0044,2025-10-21,12708,14,9,7.1,1,16,6,True
user_0044,2025-10-22,11511,25,7,6.0,0,0,7,True
user_0044,2025-10-23,11227,6,10,8.9,0,57,8,True
user_0044,2025-10-24,10984,28,7,7.9,0,27,9,True
user_0044,2025-10-25,12411,15,6,6.5,0,43,10,True
user_0044,2025-10-26,11414,12,9,8.3,3,59,11,True
user_0044,2025-10-27,14897,7,9,7.7,0,3,12,True
user_0044,2025-10-28,12627,24,8,8.0,2,26,13,True
user_0044,2025-10-29,11247,25,8,6.2,0,23,14,True
user_0044,2025-10-30,11024,0,10,7.5,3,27,15,True
user_0044,2025-10-31,12193,0,10,8.3,0,21,16,True
user_0044,2025-11-01,12073,30,7,8.5,0,29,17,True
user_0044,2025-11-02,12676,0,9,6.7,1,59,18,True
user_0044,2025-11-03,14996,0,7,6.4,3,38,19,True
user_0044,2025-11-04,605,0,1,4.1,3,0,0,False
user_0044,2025-11-05,11063,24,8,6.4,1,58,1,True
user_0044,2025-11-06,14985,17,6,6.5,2,46,2,True
user_0044,2025-11-07,12799,16,7,7.9,1,49,3,True
user_0044,2025-11-08,14678,10,6,6.6,0,52,4,True
user_0044,2025-11-09,1853,0,5,5.9,2,0,0,False
user_0044,2025-11-10,9566,21,7,7.7,2,16,1,True
user_0044,2025-11-11,11916,26,10,6.3,0,54,2,True
user_0044,2025-11-12,2746,0,2,4.9,3,0,0,False
user_0044,2025-11-13,9403,8,10,7.0,1,27,1,True
user_0044,2025-11-14,9736,14,7,8.1,3,2,2,True
user_0044,2025-11-15,2524,0,5,5.4,3,0,0,False
user_0044,2025-11-16,13699,7,7,8.7,1,59,1,True
user_0044,2025-11-17,13586,29,9,6.4,2,11,2,True
user_0044,2025-11-18,8375,0,9,8.1,0,59,3,True
user_0044,2025-11-19,11471,23,10,7.7,2,26,4,True
user_0044,2025-11-20,10838,5,8,7.3,2,40,5,True
user_0044,2025-11-21,9045,16,7,9.0,1,41,6,True
user_0044,2025-11-22,1908,0,2,6.0,0,0,0,False
user_0044,2025-11-23,9034,24,7,6.4,2,49,1,True
user_0044,2025-11-24,9082,0,9,7.4,3,27,2,True
user_0044,2025-11-25,8909,10,10,7.1,2,44,3,True
user_0044,2025-11-26,12777,14,8,6.3,2,6,4,True
user_0044,2025-11-27,13676,20,10,7.9,0,11,5,True
user_0044,2025-11-28,9696,0,9,8.2,0,24,6,True
user_0044,2025-11-29,9752,6,10,8.5,3,9,7,True
user_0044,2025-11-30,13711,27,6,8.1,2,19,8,True
user_0044,2025-12-01,8342,18,10,7.9,2,8,9,True
user_0044,2025-12-02,14767,20,6,8.8,3,36,10,True
user_0044,2025-12-03,11211,7,9,7.7,3,25,11,True
user_0044,2025-12-04,14751,5,9,7.7,0,14,12,True
user_0045,2025-09-06,1931,0,5,4.1,1,0,0,False
user_0045,2025-09-07,2633,0,0,5.7,1,0,0,False
user_0045,2025-09-08,1670,0,3,5.5,0,0,0,False
user_0045,2025-09-09,2929,0,10,8.4,1,31,1,True
user_0045,2025-09-10,1823,0,0,5.5,1,0,0,False
user_0045,2025-09-11,2700,0,4,4.0,1,0,0,False
user_0045,2025-09-12,775,0,9,7.1,1,44,1,True
user_0045,2025-09-13,2804,0,5,6.0,3,0,0,False
user_0045,2025-09-14,1033,0,3,5.8,0,0,0,False
user_0045,2025-09-15,1287,0,4,5.2,1,0,0,False
user_0045,2025-09-16,1588,0,0,5.5,0,0,0,False
user_0045,2025-09-17,1086,0,8,6.9,2,6,1,True
user_0045,2025-09-18,1257,0,8,8.8,3,50,2,True
user_0045,2025-09-19,2960,0,2,4.1,3,0,0,False
user_0045,2025-09-20,2300,0,6,7.0,1,17,1,True
user_0045,2025-09-21,1171,0,0,6.4,2,0,0,False
user_0045,2025-09-22,2706,0,7,6.6,0,57,1,True
user_0045,2025-09-23,2661,0,8,7.9,3,37,2,True
user_0045,2025-09-24,1241,0,8,7.2,1,5,3,True
user_0045,2025-09-25,2101,0,6,8.8,1,9,4,True
user_0045,2025-09-26,2817,0,1,6.1,2,0,0,False
user_0045,2025-09-27,630,10,10,8.6,3,11,1,True
user_0045,2025-09-28,1439,0,3,4.2,2,0,0,False
user_0045,2025-09-29,575,0,2,4.4,2,0,0,False
user_0045,2025-09-30,875,0,5,4.5,0,0,0,False
user_0045,2025-10-01,2375,0,2,4.9,1,0,0,False
user_0045,2025-10-02,2047,0,8,6.2,1,21,1,True
user_0045,2025-10-03,581,0,2,5.6,2,0,0,False
user_0045,2025-10-04,1565,0,0,4.5,1,0,0,False
user_0045,2025-10-05,2956,0,2,5.6,2,0,0,False
user_0045,2025-10-06,2935,0,3,4.0,0,0,0,False
user_0045,2025-10-07,2059,0,1,5.5,1,0,0,False
user_0045,2025-10-08,2507,0,1,6.6,3,0,0,False
user_0045,2025-10-09,1315,0,5,6.4,0,0,0,False
user_0045,2025-10-10,1882,0,5,4.5,2,0,0,False
user_0045,2025-10-11,1035,0,4,4.5,3,0,0,False
user_0045,2025-10-12,1000,0,3,5.9,0,0,0,False
user_0045,2025-10-13,2433,0,9,6.6,0,32,1,True
user_0045,2025-10-14,2713,0,2,5.9,1,0,0,False
user_0045,2025-10-15,1498,0,0,5.6,3,0,0,False
user_0045,2025-10-16,1400,0,1,5.9,3,0,0,False
user_0045,2025-10-17,2952,0,4,4.3,1,0,0,False
user_0045,2025-10-18,1134,0,1,4.7,2,0,0,False
user_0045,2025-10-19,2855,0,0,6.8,3,0,0,False
user_0045,2025-10-20,590,0,2,5.3,2,0,0,False
user_0045,2025-10-21,632,0,1,7.0,0,0,0,False
user_0045,2025-10-22,524,0,3,4.7,1,0,0,False
user_0045,2025-10-23,1595,0,2,4.4,2,0,0,False
user_0045,2025-10-24,2390,0,3,5.8,1,0,0,False
user_0045,2025-10-25,2113,0,5,6.2,1,0,0,False
user_0045,2025-10-26,1450,0,7,7.9,3,6,1,True
user_0045,2025-10-27,1277,0,4,4.3,2,0,0,False
user_0045,2025-10-28,1815,0,5,5.1,0,0,0,False
user_0045,2025-10-29,2144,0,2,6.0,2,0,0,False
user_0045,2025-10-30,1608,0,5,4.8,2,0,0,False
user_0045,2025-10-31,1564,26,10,7.8,3,0,1,True
user_0045,2025-11-01,940,0,7,7.7,1,1,2,True
user_0045,2025-11-02,1656,0,3,4.5,2,0,0,False
user_0045,2025-11-03,1392,0,1,5.6,2,0,0,False
user_0045,2025-11-04,586,0,5,4.1,0,0,0,False
user_0045,2025-11-05,556,0,1,6.9,1,0,0,False
user_0045,2025-11-06,1577,0,10,6.2,0,22,1,True
user_0045,2025-11-07,2643,0,4,6.8,0,0,0,False
user_0045,2025-11-08,621,0,1,4.6,2,0,0,False
user_0045,2025-11-09,2351,0,2,6.6,3,0,0,False
user_0045,2025-11-10,2819,0,2,6.1,3,0,0,False
user_0045,2025-11-11,2110,0,5,4.8,3,0,0,False
user_0045,2025-11-12,610,0,5,6.4,2,0,0,False
user_0045,2025-11-13,1231,0,6,7.5,2,55,1,True
user_0045,2025-11-14,1217,0,7,6.5,2,56,2,True
user_0045,2025-11-15,2067,0,2,6.1,2,0,0,False
user_0045,2025-11-16,599,0,1,5.7,1,0,0,False
user_0045,2025-11-17,1250,0,1,5.9,0,0,0,False
user_0045,2025-11-18,1951,0,8,8.7,2,2,1,True
user_0045,2025-11-19,2520,0,4,5.8,0,0,0,False
user_0045,2025-11-20,1068,0,5,5.9,1,0,0,False
user_0045,2025-11-21,2270,0,4,4.4,3,0,0,False
user_0045,2025-11-22,2416,0,10,7.5,2,36,1,True
user_0045,2025-11-23,811,0,9,6.1,0,43,2,True
user_0045,2025-11-24,2397,0,6,6.6,2,33,3,True
user_0045,2025-11-25,1043,0,4,5.3,0,0,0,False
user_0045,2025-11-26,537,0,5,4.2,0,0,0,False
user_0045,2025-11-27,2497,7,6,6.2,3,45,1,True
user_0045,2025-11-28,2027,0,8,8.3,0,59,2,True
user_0045,2025-11-29,604,0,5,6.3,3,0,0,False
user_0045,2025-11-30,2803,0,2,4.5,1,0,0,False
user_0045,2025-12-01,532,0,1,5.7,2,0,0,False
user_0045,2025-12-02,1288,0,0,4.2,0,0,0,False
user_0045,2025-12-03,1061,0,0,5.5,2,0,0,False
user_0045,2025-12-04,1905,0,3,6.1,3,0,0,False
user_0046,2025-09-06,1870,0,1,4.7,3,0,0,False
user_0046,2025-09-07,1548,0,4,5.7,2,0,0,False
user_0046,2025-09-08,5857,0,6,6.9,3,34,1,True
user_0046,2025-09-09,1793,0,0,4.3,3,0,0,False
user_0046,2025-09-10,2134,0,10,7.1,1,8,1,True
user_0046,2025-09-11,2648,0,2,4.7,0,0,0,False
user_0046,2025-09-12,2537,5,9,6.6,0,57,1,True
user_0046,2025-09-13,1732,0,2,7.0,3,0,0,False
user_0046,2025-09-14,1671,0,0,4.2,3,0,0,False
user_0046,2025-09-15,783,0,5,5.0,1,0,0,False
user_0046,2025-09-16,1997,0,3,5.7,2,0,0,False
user_0046,2025-09-17,2707,0,8,7.0,1,19,1,True
user_0046,2025-09-18,2741,0,5,5.9,1,0,0,False
user_0046,2025-09-19,2978,0,0,4.5,2,0,0,False
user_0046,2025-09-20,5954,17,6,8.6,3,13,1,True
user_0046,2025-09-21,801,0,1,6.7,2,0,0,False
user_0046,2025-09-22,2065,0,9,8.3,0,44,1,True
user_0046,2025-09-23,1199,0,3,5.5,2,0,0,False
user_0046,2025-09-24,2797,0,4,4.4,0,0,0,False
user_0046,2025-09-25,2538,0,1,5.6,3,0,0,False
user_0046,2025-09-26,5361,22,7,6.1,1,24,1,True
user_0046,2025-09-27,1599,0,2,5.1,1,0,0,False
user_0046,2025-09-28,1892,0,0,5.7,0,0,0,False
user_0046,2025-09-29,3205,0,7,8.4,2,60,1,True
user_0046,2025-09-30,6860,26,8,8.8,3,33,2,True
user_0046,2025-10-01,2218,0,2,4.0,0,0,0,False
user_0046,2025-10-02,2309,0,1,5.6,0,0,0,False
user_0046,2025-10-03,2342,0,9,6.7,0,56,1,True
user_0046,2025-10-04,2320,14,7,8.9,3,36,2,True
user_0046,2025-10-05,2597,0,3,4.6,1,0,0,False
user_0046,2025-10-06,1361,0,5,4.6,3,0,0,False
user_0046,2025-10-07,1903,0,4,7.0,0,0,0,False
user_0046,2025-10-08,2653,0,2,4.9,3,0,0,False
user_0046,2025-10-09,6312,0,9,6.9,3,21,1,True
user_0046,2025-10-10,921,0,3,6.9,1,0,0,False
user_0046,2025-10-11,3795,27,10,7.2,1,47,1,True
user_0046,2025-10-12,2652,0,10,6.6,3,11,2,True
user_0046,2025-10-13,1247,0,3,4.6,2,0,0,False
user_0046,2025-10-14,2900,0,2,4.7,3,0,0,False
user_0046,2025-10-15,623,0,3,6.8,0,0,0,False
user_0046,2025-10-16,6492,0,9,6.8,0,44,1,True
user_0046,2025-10-17,2187,0,0,4.9,0,0,0,False
user_0046,2025-10-18,4682,0,7,8.0,3,37,1,True
user_0046,2025-10-19,2171,0,5,4.8,0,0,0,False
user_0046,2025-10-20,2609,0,3,4.8,1,0,0,False
user_0046,2025-10-21,2531,0,5,5.1,3,0,0,False
user_0046,2025-10-22,2834,0,1,4.3,0,0,0,False
user_0046,2025-10-23,1760,0,2,4.3,1,0,0,False
user_0046,2025-10-24,1012,0,1,4.4,3,0,0,False
user_0046,2025-10-25,1082,0,0,4.6,2,0,0,False
user_0046,2025-10-26,2475,0,5,5.5,0,0,0,False
user_0046,2025-10-27,6490,27,10,7.5,1,31,1,True
user_0046,2025-10-28,2578,0,1,6.1,3,0,0,False
user_0046,2025-10-29,1675,0,1,4.5,3,0,0,False
user_0046,2025-10-30,2525,0,2,7.0,0,0,0,False
user_0046,2025-10-31,1744,0,4,6.8,1,0,0,False
user_0046,2025-11-01,2773,0,5,4.6,3,0,0,False
user_0046,2025-11-02,6960,0,10,7.7,3,33,1,True
user_0046,2025-11-03,6104,17,7,6.7,0,38,2,True
user_0046,2025-11-04,2161,0,2,5.8,1,0,0,False
user_0046,2025-11-05,1358,0,3,6.2,1,0,0,False
user_0046,2025-11-06,1508,0,3,5.7,0,0,0,False
user_0046,2025-11-07,2490,0,4,4.4,3,0,0,False
user_0046,2025-11-08,2601,0,1,6.3,2,0,0,False
user_0046,2025-11-09,2368,0,9,6.4,1,13,1,True
user_0046,2025-11-10,2212,0,5,5.1,2,0,0,False
user_0046,2025-11-11,1410,0,3,5.9,0,0,0,False
user_0046,2025-11-12,2917,0,5,5.4,2,0,0,False
user_0046,2025-11-13,2795,0,5,6.6,1,0,0,False
user_0046,2025-11-14,5429,0,7,7.0,0,27,1,True
user_0046,2025-11-15,2804,0,5,6.5,3,0,0,False
user_0046,2025-11-16,1848,0,0,4.3,1,0,0,False
user_0046,2025-11-17,5692,0,7,7.5,3,14,1,True
user_0046,2025-11-18,3638,5,10,8.8,1,48,2,True
user_0046,2025-11-19,6869,0,7,7.4,0,19,3,True
user_0046,2025-11-20,4414,0,8,8.5,1,55,4,True
user_0046,2025-11-21,4392,9,8,8.9,2,31,5,True
user_0046,2025-11-22,2474,0,4,4.7,2,0,0,False
user_0046,2025-11-23,2075,17,9,7.6,0,4,1,True
user_0046,2025-11-24,2536,0,2,4.8,3,0,0,False
user_0046,2025-11-25,1822,0,3,6.5,3,0,0,False
user_0046,2025-11-26,2685,0,10,8.7,3,14,1,True
user_0046,2025-11-27,4759,0,6,8.0,0,13,2,True
user_0046,2025-11-28,1235,0,1,6.2,1,0,0,False
user_0046,2025-11-29,1885,0,2,5.3,3,0,0,False
user_0046,2025-11-30,1954,0,4,4.8,0,0,0,False
user_0046,2025-12-01,2118,0,0,6.1,2,0,0,False
user_0046,2025-12-02,1695,0,2,4.7,0,0,0,False
user_0046,2025-12-03,3575,0,9,6.9,1,56,1,True
user_0046,2025-12-04,6567,10,7,7.7,0,10,2,True
user_0047,2025-09-06,2530,0,7,7.5,1,38,1,True
user_0047,2025-09-07,2787,0,9,8.6,2,39,2,True
user_0047,2025-09-08,2146,0,7,6.9,0,23,3,True
user_0047,2025-09-09,803,0,0,6.4,0,0,0,False
user_0047,2025-09-10,6278,0,6,6.8,3,36,1,True
user_0047,2025-09-11,3710,0,8,6.7,0,12,2,True
user_0047,2025-09-12,2743,0,2,6.9,3,0,0,False
user_0047,2025-09-13,1955,0,5,5.3,1,0,0,False
user_0047,2025-09-14,2892,0,2,4.7,1,0,0,False
user_0047,2025-09-15,5340,0,7,6.4,3,53,1,True
user_0047,2025-09-16,6583,0,6,6.8,1,6,2,True
user_0047,2025-09-17,5705,15,7,6.1,1,15,3,True
user_0047,2025-09-18,1188,0,1,4.2,0,0,0,False
user_0047,2025-09-19,1774,0,0,6.6,2,0,0,False
user_0047,2025-09-20,1870,0,4,6.9,2,0,0,False
user_0047,2025-09-21,2539,0,2,5.1,1,0,0,False
